,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
153,153,9,preparations,O,NNS
154,154,9,that,O,WDT
155,155,9,are,O,VBP
156,156,9,made,O,VBN
157,157,9,in,O,IN
158,158,9,sacrifices,O,NNS
159,159,9,.,O,.
160,160,10,1763,O,CD
161,161,10,.,O,.
162,162,11,Sorrow,O,NN
163,163,11,increases,O,VBZ
164,164,11,by,O,IN
165,165,11,indulgence,O,NN
166,166,11,.,O,.
167,167,12,1764,O,CD
168,168,12,.,O,.
169,169,13,This,O,DT
170,170,13,is,O,VBZ
171,171,13,a,O,DT
172,172,13,very,O,RB
173,173,13,doubtful,O,JJ
174,174,13,verse,O,NN
175,175,13,.,O,.
176,176,14,The,O,DT
177,177,14,commentator,O,NN
178,178,14,is,O,VBZ
179,179,14,silent,O,JJ
180,180,14,.,O,.
181,181,15,I,O,PRP
182,182,15,follow,O,VBP
183,183,15,the,O,DT
184,184,15,meaning,O,NN
185,185,15,as,O,IN
186,186,15,it,O,PRP
187,187,15,lies,O,VBZ
188,188,15,on,O,IN
189,189,15,the,O,DT
190,190,15,surface,O,NN
191,191,15,.,O,.
192,192,16,The,O,DT
193,193,16,object,O,NN
194,194,16,of,O,IN
195,195,16,the,O,DT
196,196,16,verse,O,NN
197,197,16,seems,O,VBZ
198,198,16,to,O,TO
199,199,16,be,O,VB
200,200,16,this,O,DT
201,201,16,:,O,:
202,202,16,there,O,EX
203,203,16,are,O,VBP
204,204,16,men,O,NNS
205,205,16,that,O,WDT
206,206,16,are,O,VBP
207,207,16,employed,O,VBN
208,208,16,in,O,IN
209,209,16,reflecting,O,VBG
210,210,16,upon,O,IN
211,211,16,the,O,DT
212,212,16,nature,O,NN
213,213,16,of,O,IN
214,214,16,things,O,NNS
215,215,16,:,O,:
216,216,16,these,O,DT
217,217,16,should,O,MD
218,218,16,know,O,VB
219,219,16,that,O,IN
220,220,16,such,O,JJ
221,221,16,occupation,O,NN
222,222,16,is,O,VBZ
223,223,16,useless,O,JJ
224,224,16,",",O,","
225,225,16,for,O,IN
226,226,16,truly,O,RB
227,227,16,the,O,DT
228,228,16,nature,O,NN
229,229,16,of,O,IN
230,230,16,things,O,NNS
231,231,16,is,O,VBZ
232,232,16,beyond,O,IN
233,233,16,the,O,DT
234,234,16,grasp,O,NN
235,235,16,of,O,IN
236,236,16,the,O,DT
237,237,16,mind,O,NN
238,238,16,.,O,.
239,239,17,The,O,DT
240,240,17,greatest,O,JJS
241,241,17,philosopher,O,NN
242,242,17,is,O,VBZ
243,243,17,ignorant,O,JJ
244,244,17,of,O,IN
245,245,17,all,O,PDT
246,246,17,the,O,DT
247,247,17,virtues,O,NNS
248,248,17,of,O,IN
249,249,17,a,O,DT
250,250,17,blade,O,NN
251,251,17,of,O,IN
252,252,17,grass,O,NN
253,253,17,",",O,","
254,254,17,the,O,DT
255,255,17,purpose,O,NN
256,256,17,for,O,IN
257,257,17,which,O,WDT
258,258,17,it,O,PRP
259,259,17,exists,O,VBZ
260,260,17,",",O,","
261,261,17,the,O,DT
262,262,17,changes,O,NNS
263,263,17,that,O,WDT
264,264,17,it,O,PRP
265,265,17,undergoes,O,VBZ
266,266,17,every,O,DT
267,267,17,instant,O,NN
268,268,17,of,O,IN
269,269,17,time,O,NN
270,270,17,and,O,CC
271,271,17,from,O,IN
272,272,17,day,O,NN
273,273,17,to,O,IN
274,274,17,day,O,NN
275,275,17,.,O,.
276,276,18,Those,O,DT
277,277,18,men,O,NNS
278,278,18,",",O,","
279,279,18,however,O,RB
280,280,18,",",O,","
281,281,18,who,O,WP
282,282,18,have,O,VBP
283,283,18,such,O,JJ
284,284,18,unprofitable,O,JJ
285,285,18,occupation,O,NN
286,286,18,for,O,IN
287,287,18,walking,O,VBG
288,288,18,along,O,IN
289,289,18,the,O,DT
290,290,18,highest,O,JJS
291,291,18,path,O,NN
292,292,18,(,O,:
293,293,18,the,O,DT
294,294,18,path,O,NN
295,295,18,",",O,","
296,296,18,that,O,RB
297,297,18,is,O,RB
298,298,18,",",O,","
299,299,18,which,O,WDT
300,300,18,leads,O,VBZ
301,301,18,to,O,IN
302,302,18,Brahma,B-PER,NNP
303,303,18,),O,-RRB-
304,304,18,free,O,VBP
305,305,18,themselves,O,PRP
306,306,18,from,O,IN
307,307,18,grief,O,NN
308,308,18,.,O,.
309,309,19,1765,O,CD
310,310,19,.,O,.
311,311,20,I,O,PRP
312,312,20,am,O,VBP
313,313,20,not,O,RB
314,314,20,sure,O,JJ
315,315,20,that,O,IN
316,316,20,I,O,PRP
317,317,20,have,O,VBP
318,318,20,understood,O,VBN
319,319,20,this,O,DT
320,320,20,verse,O,NN
321,321,20,correctly,O,RB
322,322,20,.,O,.
323,323,21,1766,O,CD
324,324,21,.,O,.
325,325,22,What,O,WP
326,326,22,is,O,VBZ
327,327,22,intended,O,VBN
328,328,22,to,O,TO
329,329,22,be,O,VB
330,330,22,said,O,VBN
331,331,22,is,O,VBZ
332,332,22,that,O,IN
333,333,22,the,O,DT
334,334,22,gratification,O,NN
335,335,22,of,O,IN
336,336,22,the,O,DT
337,337,22,senses,O,NNS
338,338,22,leaves,O,VBZ
339,339,22,nothing,O,NN
340,340,22,behind,O,RB
341,341,22,.,O,.
342,342,23,The,O,DT
343,343,23,pleasure,O,NN
344,344,23,lasts,O,VBZ
345,345,23,as,O,RB
346,346,23,long,O,RB
347,347,23,as,O,IN
348,348,23,the,O,DT
349,349,23,contact,O,NN
350,350,23,continues,O,VBZ
351,351,23,of,O,IN
352,352,23,the,O,DT
353,353,23,objects,O,NNS
354,354,23,with,O,IN
355,355,23,the,O,DT
356,356,23,senses,O,NNS
357,357,23,.,O,.
358,358,24,The,O,DT
359,359,24,Burdwan,O,NNP
360,360,24,translator,O,NN
361,361,24,",",O,","
362,362,24,not,O,RB
363,363,24,suspecting,O,VBG
364,364,24,that,O,IN
365,365,24,the,O,DT
366,366,24,word,O,NN
367,367,24,used,O,VBN
368,368,24,is,O,VBZ
369,369,24,adhana,O,NN
370,370,24,",",O,","
371,371,24,gives,O,VBZ
372,372,24,a,O,DT
373,373,24,ridiculous,O,JJ
374,374,24,version,O,NN
375,375,24,.,O,.
376,376,25,1767,O,CD
377,377,25,.,O,.
378,378,26,What,O,WP
379,379,26,is,O,VBZ
380,380,26,said,O,VBN
381,381,26,here,O,RB
382,382,26,is,O,VBZ
383,383,26,this,O,DT
384,384,26,:,O,:
385,385,26,a,O,DT
386,386,26,man,O,NN
387,387,26,has,O,VBZ
388,388,26,spouses,O,NNS
389,389,26,and,O,CC
390,390,26,children,O,NNS
391,391,26,",",O,","
392,392,26,or,O,CC
393,393,26,wealth,O,NN
394,394,26,",",O,","
395,395,26,etc,O,FW
396,396,26,.,O,.
397,397,27,:,O,:
398,398,27,there,O,EX
399,399,27,was,O,VBD
400,400,27,no,O,DT
401,401,27,sorrow,O,NN
402,402,27,when,O,WRB
403,403,27,these,O,DT
404,404,27,were,O,VBD
405,405,27,not,O,RB
406,406,27,:,O,:
407,407,27,with,O,IN
408,408,27,his,O,PRP$
409,409,27,union,O,NN
410,410,27,with,O,IN
411,411,27,these,O,DT
412,412,27,his,O,PRP$
413,413,27,sorrow,O,NN
414,414,27,commences,O,VBZ
415,415,27,.,O,.
416,416,28,Hence,O,RB
417,417,28,",",O,","
418,418,28,when,O,WRB
419,419,28,these,O,DT
420,420,28,things,O,NNS
421,421,28,disappear,O,VBP
422,422,28,",",O,","
423,423,28,an,O,DT
424,424,28,intelligent,O,JJ
425,425,28,man,O,NN
426,426,28,should,O,MD
427,427,28,not,O,RB
428,428,28,indulge,O,VB
429,429,28,in,O,IN
430,430,28,any,O,DT
431,431,28,sorrow,O,NN
432,432,28,.,O,.
433,433,29,Bonds,O,NNS
434,434,29,or,O,CC
435,435,29,attachments,O,NNS
436,436,29,are,O,VBP
437,437,29,always,O,RB
438,438,29,productive,O,JJ
439,439,29,of,O,IN
440,440,29,grief,O,NN
441,441,29,.,O,.
442,442,30,When,O,WRB
443,443,30,bonds,O,NNS
444,444,30,are,O,VBP
445,445,30,severed,O,VBN
446,446,30,or,O,CC
447,447,30,destroyed,O,VBN
448,448,30,",",O,","
449,449,30,there,O,EX
450,450,30,ought,O,MD
451,451,30,to,O,TO
452,452,30,be,O,VB
453,453,30,no,O,DT
454,454,30,grief,O,NN
455,455,30,.,O,.
456,456,31,1768,O,CD
457,457,31,.,O,.
458,458,32,i.e.,O,FW
459,459,32,",",O,","
460,460,32,whose,O,WP$
461,461,32,pleasures,O,NNS
462,462,32,do,O,VBP
463,463,32,not,O,RB
464,464,32,depend,O,VB
465,465,32,upon,O,IN
466,466,32,external,O,JJ
467,467,32,objects,O,NNS
468,468,32,such,O,JJ
469,469,32,as,O,IN
470,470,32,spouses,O,NNS
471,471,32,and,O,CC
472,472,32,children,O,NNS
473,473,32,.,O,.
474,474,33,1769,O,CD
475,475,33,.,O,.
476,476,34,Vidhitsabhih,B-PER,NNP
477,477,34,is,O,VBZ
478,478,34,pipasabhih,O,NN
479,479,34,.,O,.
480,480,35,It,O,PRP
481,481,35,comes,O,VBZ
482,482,35,from,O,IN
483,483,35,dhe,O,PRP
484,484,35,meaning,O,VBG
485,485,35,drinking,O,NN
486,486,35,.,O,.
487,487,36,1770,O,CD
488,488,36,.,O,.
489,489,37,Vyasa,B-PER,NNP
490,490,37,lived,O,VBD
491,491,37,in,O,IN
492,492,37,northern,O,JJ
493,493,37,India,O,NNP
494,494,37,and,O,CC
495,495,37,was,O,VBD
496,496,37,evidently,O,RB
497,497,37,unacquainted,O,JJ
498,498,37,with,O,IN
499,499,37,the,O,DT
500,500,37,tides,O,NNS
501,501,37,that,O,WDT
502,502,37,appear,O,VBP
503,503,37,in,O,IN
504,504,37,the,O,DT
505,505,37,Bengal,O,NNP
506,506,37,rivers,O,NNS
507,507,37,.,O,.
508,508,38,1771,O,CD
509,509,38,.,O,.
510,510,39,The,O,DT
511,511,39,object,O,NN
512,512,39,of,O,IN
513,513,39,this,O,DT
514,514,39,verse,O,NN
515,515,39,is,O,VBZ
516,516,39,to,O,TO
517,517,39,show,O,VB
518,518,39,the,O,DT
519,519,39,utility,O,NN
520,520,39,and,O,CC
521,521,39,necessity,O,NN
522,522,39,of,O,IN
523,523,39,acts,O,NNS
524,524,39,.,O,.
525,525,40,Without,O,IN
526,526,40,acting,O,VBG
527,527,40,no,O,DT
528,528,40,one,O,NN
529,529,40,",",O,","
530,530,40,however,O,RB
531,531,40,clever,O,JJ
532,532,40,",",O,","
533,533,40,can,O,MD
534,534,40,earn,O,VB
535,535,40,any,O,DT
536,536,40,fruit,O,NN
537,537,40,.,O,.
538,538,41,Both,O,PDT
539,539,41,the,O,DT
540,540,41,vernacular,O,JJ
541,541,41,translators,O,NNS
542,542,41,give,O,VBP
543,543,41,ridiculous,O,JJ
544,544,41,versions,O,NNS
545,545,41,of,O,IN
546,546,41,this,O,DT
547,547,41,plain,O,JJ
548,548,41,aphorism,O,NN
549,549,41,.,O,.
550,550,42,1772,O,CD
551,551,42,.,O,.
552,552,43,Asi,B-PER,NNP
553,553,43,is,O,VBZ
554,554,43,used,O,VBN
555,555,43,in,O,IN
556,556,43,the,O,DT
557,557,43,sense,O,NN
558,558,43,of,O,IN
559,559,43,akansha,O,NN
560,560,43,.,O,.
561,561,44,1773,O,CD
562,562,44,.,O,.
563,563,45,Naprapyanadhigachchati,B-PER,NNP
564,564,45,is,O,VBZ
565,565,45,na,O,FW
566,566,45,aprayam,O,FW
567,567,45,etc,O,FW
568,568,45,.,O,.
569,569,46,1774,O,CD
570,570,46,.,O,.
571,571,47,I,O,PRP
572,572,47,do,O,VBP
573,573,47,not,O,RB
574,574,47,quite,O,RB
575,575,47,understand,O,VB
576,576,47,in,O,IN
577,577,47,what,O,WP
578,578,47,the,O,DT
579,579,47,fault,O,NN
580,580,47,lies,O,VBZ
581,581,47,that,O,WDT
582,582,47,is,O,VBZ
583,583,47,referred,O,VBN
584,584,47,to,O,IN
585,585,47,here,O,RB
586,586,47,.,O,.
587,587,48,Perhaps,O,RB
588,588,48,the,O,DT
589,589,48,sense,O,NN
590,590,48,is,O,VBZ
591,591,48,this,O,DT
592,592,48,.,O,.
593,593,49,In,O,IN
594,594,49,Hindu,O,NNP
595,595,49,philosophy,O,NN
596,596,49,",",O,","
597,597,49,the,O,DT
598,598,49,vital,O,JJ
599,599,49,seed,O,NN
600,600,49,is,O,VBZ
601,601,49,said,O,VBN
602,602,49,to,O,TO
603,603,49,be,O,VB
604,604,49,generated,O,VBN
605,605,49,by,O,IN
606,606,49,the,O,DT
607,607,49,sight,O,NN
608,608,49,of,O,IN
609,609,49,a,O,DT
610,610,49,desirable,O,JJ
611,611,49,woman,O,NN
612,612,49,.,O,.
613,613,50,When,O,WRB
614,614,50,sexual,O,JJ
615,615,50,congress,O,NN
616,616,50,takes,O,VBZ
617,617,50,place,O,NN
618,618,50,with,O,IN
619,619,50,one,O,CD
620,620,50,whose,O,WP$
621,621,50,sight,O,NN
622,622,50,has,O,VBZ
623,623,50,not,O,RB
624,624,50,originated,O,VBN
625,625,50,the,O,DT
626,626,50,vital,O,JJ
627,627,50,seed,O,NN
628,628,50,but,O,CC
629,629,50,with,O,IN
630,630,50,another,O,DT
631,631,50,it,O,PRP
632,632,50,fails,O,VBZ
633,633,50,to,O,TO
634,634,50,be,O,VB
635,635,50,productive,O,JJ
636,636,50,.,O,.
637,637,51,Whoever,O,WP
638,638,51,indulges,O,VBZ
639,639,51,in,O,IN
640,640,51,such,O,JJ
641,641,51,intercourse,O,NN
642,642,51,is,O,VBZ
643,643,51,to,O,TO
644,644,51,blame,O,VB
645,645,51,.,O,.
646,646,52,1775,O,CD
647,647,52,.,O,.
648,648,53,Parasarirani,B-PER,NNP
649,649,53,has,O,VBZ
650,650,53,prapnuvanti,O,NN
651,651,53,understood,O,VBN
652,652,53,after,O,IN
653,653,53,it,O,PRP
654,654,53,.,O,.
655,655,54,Chinnavijam,B-PER,NNP
656,656,54,means,O,VBZ
657,657,54,whose,O,WP$
658,658,54,seed,O,NN
659,659,54,has,O,VBZ
660,660,54,broken,O,VBN
661,661,54,",",O,","
662,662,54,that,O,DT
663,663,54,is,O,VBZ
664,664,54,the,O,DT
665,665,54,creature,O,NN
666,666,54,whose,O,WP$
667,667,54,gross,O,JJ
668,668,54,body,O,NN
669,669,54,has,O,VBZ
670,670,54,met,O,VBN
671,671,54,with,O,IN
672,672,54,destruction,O,NN
673,673,54,.,O,.
674,674,55,The,O,DT
675,675,55,gross,O,JJ
676,676,55,body,O,NN
677,677,55,is,O,VBZ
678,678,55,called,O,VBN
679,679,55,the,O,DT
680,680,55,Vijam,B-PER,NNP
681,681,55,or,O,CC
682,682,55,seed,O,NN
683,683,55,of,O,IN
684,684,55,(,O,","
685,685,55,heaven,O,NNP
686,686,55,and,O,CC
687,687,55,hell,O,NN
688,688,55,),O,-RRB-
689,689,55,.,O,.
690,690,56,The,O,DT
691,691,56,sense,O,NN
692,692,56,of,O,IN
693,693,56,the,O,DT
694,694,56,verse,O,NN
695,695,56,is,O,VBZ
696,696,56,that,O,IN
697,697,56,every,O,DT
698,698,56,one,O,NN
699,699,56,",",O,","
700,700,56,after,O,IN
701,701,56,death,O,NN
702,702,56,",",O,","
703,703,56,attains,O,VBZ
704,704,56,to,O,IN
705,705,56,a,O,DT
706,706,56,new,O,JJ
707,707,56,body,O,NN
708,708,56,.,O,.
709,709,57,A,O,DT
710,710,57,creature,O,NN
711,711,57,can,O,MD
712,712,57,never,O,RB
713,713,57,exist,O,VB
714,714,57,without,O,IN
715,715,57,the,O,DT
716,716,57,bonds,O,NNS
717,717,57,of,O,IN
718,718,57,body,O,NN
719,719,57,being,O,VBG
720,720,57,attached,O,VBN
721,721,57,to,O,IN
722,722,57,him,O,PRP
723,723,57,.,O,.
724,724,58,Of,O,RB
725,725,58,course,O,RB
726,726,58,",",O,","
727,727,58,the,O,DT
728,728,58,case,O,NN
729,729,58,is,O,VBZ
730,730,58,otherwise,O,RB
731,731,58,with,O,IN
732,732,58,persons,O,NNS
733,733,58,who,O,WP
734,734,58,succeed,O,VBP
735,735,58,in,O,IN
736,736,58,achieving,O,VBG
737,737,58,their,O,PRP$
738,738,58,Emancipation,O,NN
739,739,58,by,O,IN
740,740,58,the,O,DT
741,741,58,destruction,O,NN
742,742,58,of,O,IN
743,743,58,all,O,DT
744,744,58,acts,O,NNS
745,745,58,.,O,.
746,746,59,The,O,DT
747,747,59,Burdwan,O,NNP
748,748,59,translator,O,NN
749,749,59,",",O,","
750,750,59,following,O,VBG
751,751,59,the,O,DT
752,752,59,commentator,O,NN
753,753,59,faithfully,O,RB
754,754,59,",",O,","
755,755,59,renders,O,VBZ
756,756,59,this,O,DT
757,757,59,verse,O,NN
758,758,59,correctly,O,RB
759,759,59,.,O,.
760,760,60,K.,O,NNP
761,761,60,P.,O,NNP
762,762,60,Singha,B-PER,NNP
763,763,60,skips,O,VBZ
764,764,60,over,O,IN
765,765,60,it,O,PRP
766,766,60,entirely,O,RB
767,767,60,.,O,.
768,768,61,1776,O,CD
769,769,61,.,O,.
770,770,62,This,O,DT
771,771,62,is,O,VBZ
772,772,62,not,O,RB
773,773,62,a,O,DT
774,774,62,difficult,O,JJ
775,775,62,verse,O,NN
776,776,62,.,O,.
777,777,63,Then,O,RB
778,778,63,",",O,","
779,779,63,again,O,RB
780,780,63,",",O,","
781,781,63,the,O,DT
782,782,63,commentator,O,NN
783,783,63,explains,O,VBZ
784,784,63,it,O,PRP
785,785,63,carefully,O,RB
786,786,63,.,O,.
787,787,64,K.,O,NNP
788,788,64,P.,O,NNP
789,789,64,Singha,B-PER,NNP
790,790,64,gives,O,VBZ
791,791,64,a,O,DT
792,792,64,ridiculous,O,JJ
793,793,64,version,O,NN
794,794,64,.,O,.
795,795,65,The,O,DT
796,796,65,Burdwan,O,NNP
797,797,65,translator,O,NN
798,798,65,is,O,VBZ
799,799,65,correct,O,JJ
800,800,65,.,O,.
801,801,66,Nirddagdham,B-PER,NNP
802,802,66,and,O,CC
803,803,66,vinasyantam,O,NNP
804,804,66,imply,O,VBP
805,805,66,the,O,DT
806,806,66,dying,O,VBG
807,807,66,or,O,CC
808,808,66,dead,O,JJ
809,809,66,.,O,.
810,810,67,Jivar,O,NNP
811,811,67,paradeham,O,FW
812,812,67,chalachalam,O,FW
813,813,67,ahitam,O,FW
814,814,67,bhavati,O,FW
815,815,67,means,O,VBZ
816,816,67,another,O,DT
817,817,67,body,O,NN
818,818,67,",",O,","
819,819,67,as,O,RB
820,820,67,much,O,RB
821,821,67,subject,O,JJ
822,822,67,to,O,IN
823,823,67,destruction,O,NN
824,824,67,",",O,","
825,825,67,is,O,VBZ
826,826,67,kept,O,VBN
827,827,67,ready,O,JJ
828,828,67,.,O,.
829,829,68,1777,O,CD
830,830,68,.,O,.
831,831,69,I,O,PRP
832,832,69,expand,O,VBP
833,833,69,this,O,DT
834,834,69,verse,O,NN
835,835,69,a,O,DT
836,836,69,little,O,RB
837,837,69,for,O,IN
838,838,69,bringing,O,VBG
839,839,69,out,O,RP
840,840,69,its,O,PRP$
841,841,69,meaning,O,NN
842,842,69,.,O,.
843,843,70,What,O,WP
844,844,70,is,O,VBZ
845,845,70,said,O,VBN
846,846,70,here,O,RB
847,847,70,is,O,VBZ
848,848,70,that,O,IN
849,849,70,some,O,DT
850,850,70,come,O,VBP
851,851,70,out,O,IN
852,852,70,of,O,IN
853,853,70,the,O,DT
854,854,70,womb,O,NN
855,855,70,alive,O,JJ
856,856,70,;,O,:
857,857,70,some,O,DT
858,858,70,die,O,VBP
859,859,70,there,O,RB
860,860,70,before,O,IN
861,861,70,being,O,VBG
862,862,70,quickened,O,VBN
863,863,70,with,O,IN
864,864,70,life,O,NN
865,865,70,",",O,","
866,866,70,the,O,DT
867,867,70,reason,O,NN
868,868,70,being,O,VBG
869,869,70,that,O,IN
870,870,70,their,O,PRP$
871,871,70,acts,O,NNS
872,872,70,of,O,IN
873,873,70,past,O,JJ
874,874,70,lives,O,NNS
875,875,70,bring,O,VBP
876,876,70,for,O,IN
877,877,70,them,O,PRP
878,878,70,other,O,JJ
879,879,70,bodies,O,NNS
880,880,70,even,O,RB
881,881,70,at,O,IN
882,882,70,that,O,DT
883,883,70,stage,O,NN
884,884,70,.,O,.
885,885,71,1778,O,CD
886,886,71,.,O,.
887,887,72,This,O,DT
888,888,72,verse,O,NN
889,889,72,is,O,VBZ
890,890,72,certainly,O,RB
891,891,72,a,O,DT
892,892,72,',O,``
893,893,72,crux,O,NN
894,894,72,.,O,.
895,895,72,',O,''
896,896,73,The,O,DT
897,897,73,commentator,O,NN
898,898,73,",",O,","
899,899,73,I,O,PRP
900,900,73,think,O,VBP
901,901,73,",",O,","
902,902,73,displays,O,VBZ
903,903,73,considerable,O,JJ
904,904,73,ingenuity,O,NN
905,905,73,in,O,IN
906,906,73,explaining,O,VBG
907,907,73,it,O,PRP
908,908,73,.,O,.
909,909,74,The,O,DT
910,910,74,order,O,NN
911,911,74,of,O,IN
912,912,74,the,O,DT
913,913,74,words,O,NNS
914,914,74,is,O,VBZ
915,915,74,Gatayushah,O,NNP
916,916,74,tasya,O,FW
917,917,74,sahajatasya,O,FW
918,918,74,pancha,O,FW
919,919,74,saptamim,O,FW
920,920,74,navamim,O,FW
921,921,74,dasam,O,FW
922,922,74,prapnuvanti,O,FW
923,923,74,;,O,","
924,924,74,tatah,O,FW
925,925,74,na,O,FW
926,926,74,bhavanti,O,FW
927,927,74,;,O,:
928,928,74,sa,O,FW
929,929,74,na,O,FW
930,930,74,.,O,.
931,931,75,The,O,DT
932,932,75,ten,O,CD
933,933,75,stages,O,NNS
934,934,75,of,O,IN
935,935,75,a,O,DT
936,936,75,person,O,NN
937,937,75,',O,POS
938,938,75,s,O,NNS
939,939,75,life,O,NN
940,940,75,are,O,VBP
941,941,75,(,O,","
942,942,75,1,O,CD
943,943,75,),O,SYM
944,944,75,residence,O,NN
945,945,75,within,O,IN
946,946,75,the,O,DT
947,947,75,womb,O,NN
948,948,75,",",O,","
949,949,75,(,O,","
950,950,75,2,O,CD
951,951,75,),O,SYM
952,952,75,birth,O,NN
953,953,75,",",O,","
954,954,75,(,O,","
955,955,75,3,O,CD
956,956,75,),O,SYM
957,957,75,infancy,O,NN
958,958,75,",",O,","
959,959,75,up,O,IN
960,960,75,to,O,TO
961,961,75,5,O,CD
962,962,75,years,O,NNS
963,963,75,",",O,","
964,964,75,(,O,","
965,965,75,4,O,CD
966,966,75,),O,SYM
967,967,75,childhood,O,NN
968,968,75,",",O,","
969,969,75,up,O,IN
970,970,75,to,O,TO
971,971,75,12,O,CD
972,972,75,years,O,NNS
973,973,75,",",O,","
974,974,75,(,O,","
975,975,75,5,O,CD
976,976,75,),O,SYM
977,977,75,Pauganda,B-PER,NNP
978,978,75,up,O,IN
979,979,75,to,O,TO
980,980,75,16,O,CD
981,981,75,years,O,NNS
982,982,75,",",O,","
983,983,75,(,O,","
984,984,75,6,O,CD
985,985,75,),O,SYM
986,986,75,youth,O,NN
987,987,75,",",O,","
988,988,75,up,O,IN
989,989,75,to,O,TO
990,990,75,48,O,CD
991,991,75,years,O,NNS
992,992,75,",",O,","
993,993,75,(,O,","
994,994,75,7,O,CD
995,995,75,),O,","
996,996,75,old,O,JJ
997,997,75,age,O,NN
998,998,75,",",O,","
999,999,75,(,O,","
1000,1000,75,8,O,CD
