,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
221,221,14,Rishi,B-COMMUNITY,NNP
222,222,14,answered,O,VBD
223,223,14,",",O,","
224,224,14,',O,''
225,225,14,Vasumanas,B-COMMUNITY,NNP
226,226,14,.,O,.
227,227,14,',O,''
228,228,15,And,O,CC
229,229,15,the,O,DT
230,230,15,enquirer,O,NN
231,231,15,asked,O,VBD
232,232,15,",",O,","
233,233,15,',O,''
234,234,15,For,O,IN
235,235,15,what,O,WP
236,236,15,reason,O,NN
237,237,15,?,O,.
238,238,15,',O,''
239,239,16,And,O,CC
240,240,16,Narada,B-PER,NNP
241,241,16,said,O,VBD
242,242,16,",",O,","
243,243,16,',O,''
244,244,16,In,O,IN
245,245,16,course,O,NN
246,246,16,of,O,IN
247,247,16,my,O,PRP$
248,248,16,wanderings,O,NNS
249,249,16,I,O,PRP
250,250,16,arrived,O,VBD
251,251,16,at,O,IN
252,252,16,the,O,DT
253,253,16,abode,O,NN
254,254,16,of,O,IN
255,255,16,Vasumanas,B-COMMUNITY,NNP
256,256,16,.,O,.
257,257,17,And,O,CC
258,258,17,at,O,IN
259,259,17,that,O,DT
260,260,17,time,O,NN
261,261,17,the,O,DT
262,262,17,Brahmanas,B-COMMUNITY,NNP
263,263,17,were,O,VBD
264,264,17,performing,O,VBG
265,265,17,the,O,DT
266,266,17,ceremony,O,NN
267,267,17,of,O,IN
268,268,17,Swastivachana,B-PER,NNP
269,269,17,for,O,IN
270,270,17,the,O,DT
271,271,17,sake,O,NN
272,272,17,of,O,IN
273,273,17,a,O,DT
274,274,17,flowery,O,JJ
275,275,17,car,O,NN
276,276,17,.,O,.
277,277,18,[,O,-LRB-
278,278,18,51,O,CD
279,279,18,],O,-RRB-
280,280,18,And,O,CC
281,281,18,I,O,PRP
282,282,18,approached,O,VBD
283,283,18,the,O,DT
284,284,18,king,O,NN
285,285,18,',O,POS
286,286,18,s,O,POS
287,287,18,presence,O,NN
288,288,18,.,O,.
289,289,19,And,O,CC
290,290,19,after,O,IN
291,291,19,the,O,DT
292,292,19,Brahmanas,B-COMMUNITY,NNP
293,293,19,had,O,VBD
294,294,19,completed,O,VBN
295,295,19,the,O,DT
296,296,19,ceremony,O,NN
297,297,19,",",O,","
298,298,19,the,O,DT
299,299,19,flowery,O,JJ
300,300,19,car,O,NN
301,301,19,became,O,VBD
302,302,19,visible,O,JJ
303,303,19,to,O,IN
304,304,19,them,O,PRP
305,305,19,.,O,.
306,306,20,And,O,CC
307,307,20,I,O,PRP
308,308,20,praised,O,VBD
309,309,20,that,O,DT
310,310,20,car,O,NN
311,311,20,",",O,","
312,312,20,and,O,CC
313,313,20,thereupon,O,RB
314,314,20,the,O,DT
315,315,20,king,O,NN
316,316,20,told,O,VBD
317,317,20,me,O,PRP
318,318,20,",",O,","
319,319,20,',O,''
320,320,20,Holy,O,JJ
321,321,20,one,O,CD
322,322,20,",",O,","
323,323,20,by,O,IN
324,324,20,thee,O,PRP
325,325,20,hath,O,VBP
326,326,20,this,O,DT
327,327,20,car,O,NN
328,328,20,been,O,VBN
329,329,20,praised,O,VBN
330,330,20,.,O,.
331,331,21,Let,O,VB
332,332,21,this,O,DT
333,333,21,car,O,NN
334,334,21,",",O,","
335,335,21,therefore,O,RB
336,336,21,",",O,","
337,337,21,be,O,VB
338,338,21,thine,O,JJ
339,339,21,.,O,.
340,340,21,',O,''
341,341,22,And,O,CC
342,342,22,after,O,IN
343,343,22,this,O,DT
344,344,22,I,O,PRP
345,345,22,went,O,VBD
346,346,22,to,O,IN
347,347,22,Vasumanas,B-COMMUNITY,NNP
348,348,22,another,O,DT
349,349,22,time,O,NN
350,350,22,when,O,WRB
351,351,22,I,O,PRP
352,352,22,was,O,VBD
353,353,22,in,O,IN
354,354,22,need,O,NN
355,355,22,of,O,IN
356,356,22,a,O,DT
357,357,22,(,O,","
358,358,22,flowery,O,JJ
359,359,22,),O,","
360,360,22,car,O,NN
361,361,22,.,O,.
362,362,23,And,O,CC
363,363,23,I,O,PRP
364,364,23,admired,O,VBD
365,365,23,the,O,DT
366,366,23,car,O,NN
367,367,23,",",O,","
368,368,23,and,O,CC
369,369,23,the,O,DT
370,370,23,king,O,NN
371,371,23,said,O,VBD
372,372,23,",",O,","
373,373,23,',O,''
374,374,23,It,O,PRP
375,375,23,is,O,VBZ
376,376,23,thine,O,JJ
377,377,23,.,O,.
378,378,23,',O,''
379,379,24,And,O,CC
380,380,24,I,O,PRP
381,381,24,went,O,VBD
382,382,24,to,O,IN
383,383,24,the,O,DT
384,384,24,king,O,NN
385,385,24,a,O,DT
386,386,24,third,O,JJ
387,387,24,time,O,NN
388,388,24,and,O,CC
389,389,24,admired,O,VBD
390,390,24,the,O,DT
391,391,24,car,O,NN
392,392,24,again,O,RB
393,393,24,.,O,.
394,394,25,And,O,CC
395,395,25,even,O,RB
396,396,25,then,O,RB
397,397,25,the,O,DT
398,398,25,king,O,NN
399,399,25,exhibiting,O,VBG
400,400,25,the,O,DT
401,401,25,flowery,O,JJ
402,402,25,car,O,NN
403,403,25,to,O,IN
404,404,25,the,O,DT
405,405,25,Brahmanas,B-COMMUNITY,NNP
406,406,25,",",O,","
407,407,25,cast,O,VBD
408,408,25,his,O,PRP$
409,409,25,eyes,O,NNS
410,410,25,on,O,IN
411,411,25,me,O,PRP
412,412,25,",",O,","
413,413,25,and,O,CC
414,414,25,said,O,VBD
415,415,25,",",O,","
416,416,25,',O,''
417,417,25,O,O,UH
418,418,25,holy,O,JJ
419,419,25,one,O,NN
420,420,25,",",O,","
421,421,25,thou,O,DT
422,422,25,hast,O,NN
423,423,25,praised,O,VBD
424,424,25,the,O,DT
425,425,25,flowery,O,JJ
426,426,25,car,O,NN
427,427,25,sufficiently,O,RB
428,428,25,.,O,.
429,429,25,'',O,''
430,430,26,And,O,CC
431,431,26,the,O,DT
432,432,26,king,O,NN
433,433,26,only,O,RB
434,434,26,said,O,VBD
435,435,26,these,O,DT
436,436,26,words,O,NNS
437,437,26,",",O,","
438,438,26,without,O,IN
439,439,26,making,O,VBG
440,440,26,me,O,PRP
441,441,26,a,O,DT
442,442,26,gift,O,NN
443,443,26,of,O,IN
444,444,26,that,O,DT
445,445,26,car,O,NN
446,446,26,.,O,.
447,447,27,And,O,CC
448,448,27,for,O,IN
449,449,27,this,O,DT
450,450,27,he,O,PRP
451,451,27,will,O,MD
452,452,27,fall,O,VB
453,453,27,down,O,RP
454,454,27,from,O,IN
455,455,27,heaven,O,NNP
456,456,27,.,O,.
457,457,27,',O,''
458,458,28,``,O,``
459,459,28,And,O,CC
460,460,28,one,O,CD
461,461,28,among,O,IN
462,462,28,them,O,PRP
463,463,28,said,O,VBD
464,464,28,",",O,","
465,465,28,',O,''
466,466,28,Of,O,IN
467,467,28,the,O,DT
468,468,28,one,O,NN
469,469,28,who,O,WP
470,470,28,is,O,VBZ
471,471,28,to,O,TO
472,472,28,go,O,VB
473,473,28,with,O,IN
474,474,28,thee,O,PRP
475,475,28,",",O,","
476,476,28,who,O,WP
477,477,28,will,O,MD
478,478,28,go,O,VB
479,479,28,and,O,CC
480,480,28,who,O,WP
481,481,28,will,O,MD
482,482,28,fall,O,VB
483,483,28,down,O,RP
484,484,28,?,O,.
485,485,28,',O,''
486,486,29,And,O,CC
487,487,29,Narada,B-PER,NNP
488,488,29,answered,O,VBD
489,489,29,",",O,","
490,490,29,saying,O,VBG
491,491,29,",",O,","
492,492,29,',O,''
493,493,29,Sivi,B-PER,NNP
494,494,29,will,O,MD
495,495,29,go,O,VB
496,496,29,",",O,","
497,497,29,but,O,CC
498,498,29,I,O,PRP
499,499,29,will,O,MD
500,500,29,fall,O,VB
501,501,29,down,O,RP
502,502,29,.,O,.
503,503,29,',O,''
504,504,30,',O,''
505,505,30,For,O,IN
506,506,30,what,O,WP
507,507,30,reason,O,NN
508,508,30,?,O,.
509,509,30,',O,''
510,510,31,asked,O,VBD
511,511,31,the,O,DT
512,512,31,enquirer,O,NN
513,513,31,.,O,.
514,514,32,And,O,CC
515,515,32,Narada,B-PER,NNP
516,516,32,said,O,VBD
517,517,32,",",O,","
518,518,32,',O,''
519,519,32,I,O,PRP
520,520,32,am,O,VBP
521,521,32,not,O,RB
522,522,32,the,O,DT
523,523,32,equal,O,NN
524,524,32,of,O,IN
525,525,32,Sivi,B-PER,NNP
526,526,32,.,O,.
527,527,33,For,O,IN
528,528,33,one,O,CD
529,529,33,day,O,NN
530,530,33,a,O,DT
531,531,33,Brahmana,B-COMMUNITY,NNP
532,532,33,came,O,VBD
533,533,33,unto,O,IN
534,534,33,Sivi,B-PER,NNP
535,535,33,and,O,CC
536,536,33,addressing,O,VBG
537,537,33,him,O,PRP
538,538,33,",",O,","
539,539,33,said,O,VBD
540,540,33,",",O,","
541,541,33,',O,''
542,542,33,O,O,UH
543,543,33,Sivi,B-PER,NNP
544,544,33,",",O,","
545,545,33,I,O,PRP
546,546,33,came,O,VBD
547,547,33,to,O,IN
548,548,33,thee,O,DT
549,549,33,for,O,IN
550,550,33,food,O,NN
551,551,33,.,O,.
552,552,33,',O,''
553,553,34,And,O,CC
554,554,34,Sivi,B-PER,NNP
555,555,34,replied,O,VBD
556,556,34,unto,O,IN
557,557,34,him,O,PRP
558,558,34,",",O,","
559,559,34,saying,O,VBG
560,560,34,.,O,.
561,561,35,',O,''
562,562,35,What,O,WP
563,563,35,shall,O,MD
564,564,35,I,O,PRP
565,565,35,do,O,VB
566,566,35,?,O,.
567,567,36,Let,O,VB
568,568,36,me,O,PRP
569,569,36,have,O,VB
570,570,36,thy,O,PRP$
571,571,36,orders,O,NNS
572,572,36,.,O,.
573,573,36,',O,''
574,574,37,And,O,CC
575,575,37,the,O,DT
576,576,37,Brahmana,B-COMMUNITY,NNP
577,577,37,answered,O,VBD
578,578,37,",",O,","
579,579,37,',O,''
580,580,37,This,O,DT
581,581,37,thy,O,JJ
582,582,37,son,O,NN
583,583,37,known,O,VBN
584,584,37,by,O,IN
585,585,37,the,O,DT
586,586,37,name,O,NN
587,587,37,of,O,IN
588,588,37,Vrihadgarbha,B-PER,NNP
589,589,37,should,O,MD
590,590,37,be,O,VB
591,591,37,killed,O,VBN
592,592,37,.,O,.
593,593,38,And,O,CC
594,594,38,",",O,","
595,595,38,O,O,UH
596,596,38,king,O,NN
597,597,38,",",O,","
598,598,38,cook,O,VB
599,599,38,him,O,PRP
600,600,38,for,O,IN
601,601,38,my,O,PRP$
602,602,38,food,O,NN
603,603,38,.,O,.
604,604,38,',O,''
605,605,39,And,O,CC
606,606,39,hearing,O,VBG
607,607,39,this,O,DT
608,608,39,",",O,","
609,609,39,I,O,PRP
610,610,39,waited,O,VBD
611,611,39,to,O,TO
612,612,39,see,O,VB
613,613,39,what,O,WP
614,614,39,would,O,MD
615,615,39,follow,O,VB
616,616,39,.,O,.
617,617,40,And,O,CC
618,618,40,Sivi,B-PER,NNP
619,619,40,then,O,RB
620,620,40,killed,O,VBD
621,621,40,his,O,PRP$
622,622,40,son,O,NN
623,623,40,and,O,CC
624,624,40,cooking,O,VBG
625,625,40,him,O,PRP
626,626,40,duly,O,RB
627,627,40,and,O,CC
628,628,40,placing,O,VBG
629,629,40,that,O,DT
630,630,40,food,O,NN
631,631,40,in,O,IN
632,632,40,a,O,DT
633,633,40,vessel,O,NN
634,634,40,and,O,CC
635,635,40,taking,O,VBG
636,636,40,it,O,PRP
637,637,40,upon,O,IN
638,638,40,his,O,PRP$
639,639,40,head,O,NN
640,640,40,",",O,","
641,641,40,he,O,PRP
642,642,40,went,O,VBD
643,643,40,out,O,RP
644,644,40,in,O,IN
645,645,40,search,O,NN
646,646,40,of,O,IN
647,647,40,the,O,DT
648,648,40,Brahmana,B-COMMUNITY,NNP
649,649,40,and,O,CC
650,650,40,while,O,IN
651,651,40,Sivi,B-PER,NNP
652,652,40,was,O,VBD
653,653,40,thus,O,RB
654,654,40,seeking,O,VBG
655,655,40,",",O,","
656,656,40,for,O,IN
657,657,40,the,O,DT
658,658,40,Brahmana,B-COMMUNITY,NNP
659,659,40,",",O,","
660,660,40,some,O,DT
661,661,40,one,O,NN
662,662,40,told,O,VBD
663,663,40,him,O,PRP
664,664,40,",",O,","
665,665,40,The,O,DT
666,666,40,Brahmana,B-COMMUNITY,NNP
667,667,40,thou,O,DT
668,668,40,seekest,O,JJS
669,669,40,",",O,","
670,670,40,having,O,VBG
671,671,40,entered,O,VBN
672,672,40,thy,O,DT
673,673,40,city,O,NN
674,674,40,",",O,","
675,675,40,is,O,VBZ
676,676,40,setting,O,VBG
677,677,40,fire,O,NN
678,678,40,to,O,IN
679,679,40,thy,O,DT
680,680,40,abode,O,NN
681,681,40,and,O,CC
682,682,40,he,O,PRP
683,683,40,is,O,VBZ
684,684,40,also,O,RB
685,685,40,setting,O,VBG
686,686,40,fire,O,NN
687,687,40,",",O,","
688,688,40,in,O,IN
689,689,40,wrath,O,NN
690,690,40,",",O,","
691,691,40,to,O,IN
692,692,40,thy,O,PRP$
693,693,40,treasury,O,NN
694,694,40,",",O,","
695,695,40,thy,O,PRP$
696,696,40,arsenal,O,NN
697,697,40,",",O,","
698,698,40,the,O,DT
699,699,40,apartments,O,NNS
700,700,40,of,O,IN
701,701,40,the,O,DT
702,702,40,females,O,NNS
703,703,40,and,O,CC
704,704,40,thy,O,PRP$
705,705,40,stables,O,NNS
706,706,40,for,O,IN
707,707,40,horses,O,NNS
708,708,40,and,O,CC
709,709,40,elephants,O,NNS
710,710,40,.,O,.
711,711,40,',O,''
712,712,41,And,O,CC
713,713,41,Sivi,B-PER,NNP
714,714,41,heard,O,VBD
715,715,41,all,O,PDT
716,716,41,this,O,DT
717,717,41,",",O,","
718,718,41,without,O,IN
719,719,41,change,O,NN
720,720,41,of,O,IN
721,721,41,colour,O,NN
722,722,41,",",O,","
723,723,41,and,O,CC
724,724,41,entering,O,VBG
725,725,41,his,O,PRP$
726,726,41,city,O,NN
727,727,41,spoke,O,VBD
728,728,41,unto,O,IN
729,729,41,the,O,DT
730,730,41,Brahmana,B-COMMUNITY,NNP
731,731,41,",",O,","
732,732,41,',O,''
733,733,41,O,O,UH
734,734,41,holy,O,JJ
735,735,41,one,O,NN
736,736,41,",",O,","
737,737,41,the,O,DT
738,738,41,food,O,NN
739,739,41,has,O,VBZ
740,740,41,been,O,VBN
741,741,41,cooked,O,VBN
742,742,41,.,O,.
743,743,41,',O,''
744,744,42,And,O,CC
745,745,42,the,O,DT
746,746,42,Brahmana,B-COMMUNITY,NNP
747,747,42,hearing,O,NN
748,748,42,this,O,DT
749,749,42,spoke,O,VBD
750,750,42,not,O,RB
751,751,42,a,O,DT
752,752,42,word,O,NN
753,753,42,and,O,CC
754,754,42,from,O,IN
755,755,42,surprise,O,NN
756,756,42,he,O,PRP
757,757,42,stood,O,VBD
758,758,42,with,O,IN
759,759,42,downcast,O,JJ
760,760,42,looks,O,NNS
761,761,42,.,O,.
762,762,43,And,O,CC
763,763,43,Sivi,O,NNP
764,764,43,with,O,IN
765,765,43,a,O,DT
766,766,43,view,O,NN
767,767,43,to,O,IN
768,768,43,gratifying,O,VBG
769,769,43,the,O,DT
770,770,43,Brahmana,B-COMMUNITY,NNP
771,771,43,said,O,VBD
772,772,43,",",O,","
773,773,43,',O,''
774,774,43,O,O,UH
775,775,43,holy,O,JJ
776,776,43,one,O,NN
777,777,43,",",O,","
778,778,43,eat,O,VB
779,779,43,thou,O,PRP
780,780,43,this,O,DT
781,781,43,.,O,.
782,782,43,',O,''
783,783,44,And,O,CC
784,784,44,the,O,DT
785,785,44,Brahmana,B-COMMUNITY,NNP
786,786,44,looking,O,VBG
787,787,44,at,O,IN
788,788,44,Sivi,O,NNP
789,789,44,for,O,IN
790,790,44,a,O,DT
791,791,44,moment,O,NN
792,792,44,said,O,VBD
793,793,44,",",O,","
794,794,44,',O,''
795,795,44,Eat,O,VB
796,796,44,it,O,PRP
797,797,44,thyself,O,PRP
798,798,44,.,O,.
799,799,44,',O,''
800,800,45,And,O,CC
801,801,45,thereupon,O,RB
802,802,45,Sivi,B-PER,NNP
803,803,45,said,O,VBD
804,804,45,",",O,","
805,805,45,',O,''
806,806,45,Let,O,VB
807,807,45,it,O,PRP
808,808,45,be,O,VB
809,809,45,so,O,RB
810,810,45,.,O,.
811,811,45,',O,''
812,812,46,And,O,CC
813,813,46,Sivi,B-PER,NNP
814,814,46,cheerfully,O,RB
815,815,46,taking,O,VBG
816,816,46,the,O,DT
817,817,46,vessel,O,NN
818,818,46,from,O,IN
819,819,46,his,O,PRP$
820,820,46,head,O,NN
821,821,46,desired,O,VBD
822,822,46,to,O,TO
823,823,46,eat,O,VB
824,824,46,it,O,PRP
825,825,46,and,O,CC
826,826,46,thereupon,O,RB
827,827,46,the,O,DT
828,828,46,Brahmana,B-COMMUNITY,NNP
829,829,46,caught,O,VBD
830,830,46,hold,O,NN
831,831,46,of,O,IN
832,832,46,Sivi,B-PER,NNP
833,833,46,',O,POS
834,834,46,s,O,POS
835,835,46,hand,O,NN
836,836,46,and,O,CC
837,837,46,addressing,O,VBG
838,838,46,him,O,PRP
839,839,46,said,O,VBD
840,840,46,",",O,","
841,841,46,',O,''
842,842,46,Thou,O,PRP
843,843,46,hast,O,VBP
844,844,46,conquered,O,VBN
845,845,46,wrath,O,NN
846,846,46,.,O,.
847,847,47,There,O,EX
848,848,47,is,O,VBZ
849,849,47,nothing,O,NN
850,850,47,that,O,WDT
851,851,47,thou,O,PRP
852,852,47,canst,O,MD
853,853,47,not,O,RB
854,854,47,give,O,VB
855,855,47,unto,O,IN
856,856,47,the,O,DT
857,857,47,Brahmanas,B-COMMUNITY,NNP
858,858,47,.,O,.
859,859,47,',O,''
860,860,48,And,O,CC
861,861,48,saying,O,VBG
862,862,48,this,O,DT
863,863,48,",",O,","
864,864,48,that,O,IN
865,865,48,Brahmana,B-COMMUNITY,NNP
866,866,48,adored,O,VBD
867,867,48,Sivi,B-PER,NNP
868,868,48,",",O,","
869,869,48,and,O,CC
870,870,48,then,O,RB
871,871,48,as,O,IN
872,872,48,Sivi,B-PER,NNP
873,873,48,cast,O,VBD
874,874,48,his,O,PRP$
875,875,48,eyes,O,NNS
876,876,48,before,O,IN
877,877,48,him,O,PRP
878,878,48,",",O,","
879,879,48,he,O,PRP
880,880,48,beheld,O,VBD
881,881,48,his,O,PRP$
882,882,48,son,O,NN
883,883,48,standing,O,VBG
884,884,48,like,O,IN
885,885,48,a,O,DT
886,886,48,child,O,NN
887,887,48,of,O,IN
888,888,48,the,O,DT
889,889,48,gods,O,NNS
890,890,48,",",O,","
891,891,48,decked,O,VBN
892,892,48,in,O,IN
893,893,48,ornaments,O,NNS
894,894,48,and,O,CC
895,895,48,yielding,O,VBG
896,896,48,a,O,DT
897,897,48,fragrance,O,NN
898,898,48,from,O,IN
899,899,48,his,O,PRP$
900,900,48,body,O,NN
901,901,48,and,O,CC
902,902,48,the,O,DT
903,903,48,Brahmana,B-COMMUNITY,NNP
904,904,48,",",O,","
905,905,48,having,O,VBG
906,906,48,accomplished,O,VBN
907,907,48,all,O,PDT
908,908,48,this,O,DT
909,909,48,",",O,","
910,910,48,made,O,VBD
911,911,48,himself,O,PRP
912,912,48,visible,O,JJ
913,913,48,and,O,CC
914,914,48,it,O,PRP
915,915,48,was,O,VBD
916,916,48,Vidhatri,B-PER,NNP
917,917,48,himself,O,PRP
918,918,48,who,O,WP
919,919,48,had,O,VBD
920,920,48,thus,O,RB
921,921,48,come,O,VBN
922,922,48,in,O,IN
923,923,48,that,O,DT
924,924,48,guise,O,NN
925,925,48,to,O,TO
926,926,48,try,O,VB
927,927,48,that,O,DT
928,928,48,royal,O,JJ
929,929,48,sage,O,NN
930,930,48,",",O,","
931,931,48,and,O,CC
932,932,48,after,O,IN
933,933,48,Vidhatri,B-PER,NNP
934,934,48,had,O,VBD
935,935,48,disappeared,O,VBN
936,936,48,",",O,","
937,937,48,the,O,DT
938,938,48,counsellors,O,NNS
939,939,48,addressed,O,VBD
940,940,48,the,O,DT
941,941,48,king,O,NN
942,942,48,",",O,","
943,943,48,saying,O,VBG
944,944,48,",",O,","
945,945,48,',O,''
946,946,48,Thou,O,PRP
947,947,48,knowest,O,VBD
948,948,48,everything,O,NN
949,949,48,.,O,.
950,950,49,For,O,IN
951,951,49,what,O,WP
952,952,49,didst,O,VBP
953,953,49,thou,O,PRP
954,954,49,do,O,VB
955,955,49,all,O,PDT
956,956,49,this,O,DT
957,957,49,?,O,.
958,958,49,',O,''
959,959,50,And,O,CC
960,960,50,Sivi,B-PER,NNP
961,961,50,answered,O,VBD
962,962,50,",",O,","
963,963,50,',O,''
964,964,50,It,O,PRP
965,965,50,was,O,VBD
966,966,50,not,O,RB
967,967,50,for,O,IN
968,968,50,fame,O,NN
969,969,50,",",O,","
970,970,50,nor,O,CC
971,971,50,for,O,IN
972,972,50,wealth,O,NN
973,973,50,",",O,","
974,974,50,nor,O,CC
975,975,50,from,O,IN
976,976,50,desire,O,NN
977,977,50,of,O,IN
978,978,50,acquiring,O,VBG
979,979,50,objects,O,NNS
980,980,50,of,O,IN
981,981,50,enjoyment,O,NN
982,982,50,that,O,WDT
983,983,50,I,O,PRP
984,984,50,did,O,VBD
985,985,50,all,O,PDT
986,986,50,this,O,DT
987,987,50,.,O,.
988,988,51,This,O,DT
989,989,51,course,O,NN
990,990,51,is,O,VBZ
991,991,51,not,O,RB
992,992,51,sinful,O,JJ
993,993,51,.,O,.
994,994,52,It,O,PRP
995,995,52,is,O,VBZ
996,996,52,for,O,IN
997,997,52,this,O,DT
998,998,52,that,O,IN
999,999,52,I,O,PRP
1000,1000,52,do,O,VBP
1001,1001,52,all,O,PDT
